C112_S4_R_D2P1_2.jpg,225,1,2,1,0,1,0,1,1,0.061,0.001,0.000,1
C162_S2_R_D1P2.jpg,325,1,3,2,0,1,0,1,0,0.000,0.225,0.000,2
C64_S4_R_D2P1.jpg,129,1,3,0,0,1,0,1,0,0.000,0.000,0.000,0
C224_S9_R_D3P3.jpg,449,1,2,1,0,0,0,0,0,0.000,0.049,0.000,2
C49_S11_R_D4P2.jpg,99,1,1,2,0,0,1,0,0,0.000,0.005,0.000,0
C25_S13_L_D5P1.jpg,50,0,3,2,0,0,1,0,0,0.000,0.000,0.000,0
C45_S8_R_D3P2.jpg,91,1,3,2,0,0,0,0,0,0.000,0.000,0.000,0
C21_S13_R_D5P1_2.jpg,43,1,1,2,1,0,0,0,1,0.000,0.072,0.000,0
C250_S7_L_D3P1_2.jpg,500,0,0,1,0,1,1,0,0,0.000,0.045,0.000,2
C134_S15_L_D5P3.jpg,268,0,3,2,0,0,1,1,1,0.000,0.000,0.000,2
C87_S12_L_D4P3.jpg,174,0,3,0,1,0,2,2,1,0.033,0.033,0.000,0
C198_S5_R_D2P2_2.jpg,397,1,1,1,2,1,0,1,1,0.000,0.019,0.000,2
C190_S11_R_D4P2.jpg,381,1,2,2,0,1,0,0,1,0.000,0.010,0.000,2
C169_S2_L_D1P2.jpg,338,0,3,1,0,1,0,0,0,0.000,0.000,0.000,0
C177_S3_L_D1P3.jpg,354,0,3,1,1,2,0,0,0,0.000,0.033,0.074,1
C130_S12_R_D4P3.jpg,261,1,3,1,0,1,0,0,0,0.000,0.125,0.000,0
C188_S13_R_D5P1.jpg,377,1,3,1,2,0,0,0,0,0.000,0.000,0.000,0
C204_S15_R_D5P3.jpg,409,1,3,2,0,1,0,0,0,0.000,0.029,0.000,2
C75_S2_L_D1P2.jpg,150,0,0,1,0,1,0,0,1,0.000,0.001,0.000,0
C20_S7_R_D3P1_2.jpg,41,1,3,1,0,0,0,0,1,0.000,0.010,0.000,2
C102_S3_L_D1P3.jpg,204,0,2,1,0,0,0,0,0,0.000,0.054,0.000,0
C30_S8_L_D3P2.jpg,60,0,2,0,0,1,1,0,0,0.000,0.003,0.000,0
C37_S3_L_D1P3.jpg,74,0,2,1,0,0,0,0,1,0.000,0.200,0.000,1
C117_S11_L_D4P2.jpg,234,0,1,0,2,0,1,0,0,0.000,0.047,0.000,2
C102_S11_L_D4P2.jpg,204,0,2,1,0,0,0,0,0,0.000,0.006,0.000,0
C250_S10_R_D4P1.jpg,501,1,0,1,0,0,1,0,0,0.000,0.003,0.000,0
C92_S10_L_D4P1.jpg,184,0,2,1,0,0,2,0,1,0.000,0.006,0.000,0
C40_S9_R_D3P3_2.jpg,81,1,1,1,2,0,0,0,0,0.000,0.032,0.000,0
C108_S15_R_D5P3.jpg,217,1,2,1,1,0,2,0,1,0.000,0.000,0.000,0
C181_S3_R_D1P3.jpg,363,1,3,2,0,1,1,0,1,0.000,0.002,0.000,0
C86_S15_R_D5P3.jpg,173,1,1,1,2,0,0,0,0,0.000,0.002,0.000,0
C239_S8_L_D3P2.jpg,478,0,2,1,0,0,0,0,0,0.000,0.101,0.000,0
C259_S9_L_D3P3.jpg,518,0,3,1,2,1,0,1,0,0.000,0.030,0.000,0
C166_S8_R_D3P2.jpg,333,1,1,1,1,1,0,2,1,0.000,0.020,0.000,0
C87_S3_L_D1P3.jpg,174,0,3,0,1,1,2,2,1,0.041,0.123,0.051,0
C3_S8_R_D3P2.jpg,7,1,2,2,0,1,0,0,1,0.000,0.062,0.108,1
C173_S11_L_D4P2_2.jpg,346,0,0,1,0,0,0,0,1,0.076,0.131,0.050,0
C138_S5_L_D2P2.jpg,276,0,1,1,1,0,0,0,0,0.074,0.000,0.000,0
C96_S15_R_D5P3.jpg,193,1,0,0,1,0,0,0,0,0.000,0.000,0.000,2
C3_S2_R_D1P2.jpg,7,1,2,2,0,0,0,0,1,0.000,0.000,0.000,0
C173_S15_R_D5P3_2.jpg,347,1,0,1,0,0,0,1,1,0.084,0.090,0.061,0
C27_S12_R_D4P3.jpg,55,1,2,1,1,0,1,2,0,0.000,0.000,0.000,0
C140_S5_L_D2P2.jpg,280,0,3,2,0,1,0,1,0,0.000,0.004,0.000,0
C40_S11_R_D4P2_2.jpg,81,1,1,1,2,0,0,0,0,0.000,0.096,0.000,0
C68_S6_L_D2P3_2.jpg,136,0,3,1,0,1,0,2,0,0.000,0.038,0.000,0
C141_S8_L_D3P2.jpg,282,0,2,2,1,0,0,0,0,0.000,0.140,0.000,0
C204_S3_R_D1P3.jpg,409,1,3,2,0,1,0,0,0,0.000,0.011,0.000,0
C157_S4_L_D2P1_2.jpg,314,0,2,2,0,1,0,0,0,0.000,0.046,0.000,0
C176_S13_L_D5P1.jpg,352,0,3,1,1,0,1,0,1,0.000,0.008,0.000,0
C87_S13_R_D5P1.jpg,175,1,3,0,1,0,2,2,1,0.047,0.045,0.000,0
C64_S6_L_D2P3.jpg,128,0,3,0,0,1,0,1,0,0.000,0.000,0.000,0
C89_S3_L_D1P3.jpg,178,0,2,1,0,0,0,0,0,0.000,0.070,0.097,0
C179_S3_L_D1P3.jpg,358,0,3,1,0,1,1,0,1,0.000,0.017,0.183,0
C112_S2_L_D1P2.jpg,224,0,2,1,0,1,0,1,1,0.057,0.012,0.000,0
C156_S13_L_D5P1.jpg,312,0,3,0,1,0,0,1,0,0.000,0.240,0.000,0
C56_S1_R_D1P1.jpg,113,1,3,1,1,1,0,0,0,0.000,0.044,0.000,0
C211_S10_R_D4P1_2.jpg,423,1,2,0,0,0,1,1,0,0.000,0.021,0.000,2
C33_S15_L_D5P3.jpg,66,0,3,2,1,0,0,0,0,0.000,0.016,0.000,0
C38_S11_L_D4P2_2.jpg,76,0,3,1,0,2,0,1,1,0.044,0.062,0.034,0
C160_S9_L_D3P3.jpg,320,0,0,2,1,1,1,0,0,0.000,0.012,0.000,0
C57_S4_L_D2P1.jpg,114,0,0,0,1,0,0,0,0,0.000,0.004,0.000,0
C73_S1_L_D1P1.jpg,146,0,3,1,1,0,0,1,0,0.000,0.088,0.000,0
C39_S3_R_D1P3.jpg,79,1,1,1,2,1,0,0,1,0.000,0.000,0.000,0
C47_S9_L_D3P3.jpg,94,0,2,2,2,1,0,1,0,0.048,0.049,0.000,0
C83_S6_L_D2P3.jpg,166,0,3,1,2,1,0,0,0,0.000,0.019,0.000,1
C156_S10_L_D4P1.jpg,312,0,2,0,1,1,0,0,0,0.000,0.166,0.000,2
C229_S4_L_D2P1.jpg,458,0,0,1,0,1,1,2,0,0.000,0.209,0.000,0
C67_S15_L_D5P3_2.jpg,134,0,3,1,2,1,2,1,0,0.078,0.000,0.006,0
C127_S12_L_D4P3.jpg,254,0,3,0,0,1,1,0,1,0.000,0.026,0.000,0
C149_S1_R_D1P1.jpg,299,1,3,2,1,2,0,0,0,0.069,0.060,0.001,0
C14_S9_R_D3P3.jpg,29,1,0,2,1,1,0,0,0,0.000,0.000,0.000,1
C192_S10_L_D4P1_2.jpg,384,0,0,0,1,1,1,0,0,0.056,0.003,0.000,0
C45_S2_R_D1P2.jpg,91,1,3,2,0,1,0,0,0,0.000,0.068,0.111,1
